id,nome,cidade,status,valor
13743,Joao 13743,"Sao Paulo, SP",cold,782
13744,Joao 13744,"Sao Paulo, SP",cold,783
13745,Joao 13745,"Sao Paulo, SP",cold,784
13746,Joao 13746,"Sao Paulo, SP",cold,785
13747,Joao 13747,"Sao Paulo, SP",cold,786
13748,Joao 13748,"Sao Paulo, SP",cold,787
13749,Joao 13749,"Sao Paulo, SP",cold,788
13750,Joao 13750,"Sao Paulo, SP",hot,789
13751,Joao 13751,"Sao Paulo, SP",cold,790
13752,Joao 13752,"Sao Paulo, SP",cold,791
13753,Joao 13753,"Sao Paulo, SP",cold,792
13754,Joao 13754,"Sao Paulo, SP",cold,793
13755,Joao 13755,"Sao Paulo, SP",cold,794
13756,Joao 13756,"Sao Paulo, SP",cold,795
13757,Joao 13757,"Sao Paulo, SP",cold,796
13758,Joao 13758,"Sao Paulo, SP",cold,797
13759,Joao 13759,"Sao Paulo, SP",cold,798
13760,Joao 13760,"Sao Paulo, SP",hot,799
13761,Joao 13761,"Sao Paulo, SP",cold,800
13762,Joao 13762,"Sao Paulo, SP",cold,801
13763,Joao 13763,"Sao Paulo, SP",cold,802
13764,Joao 13764,"Sao Paulo, SP",cold,803
13765,Joao 13765,"Sao Paulo, SP",cold,804
13766,Joao 13766,"Sao Paulo, SP",cold,805
13767,Joao 13767,"Sao Paulo, SP",cold,806
13768,Joao 13768,"Sao Paulo, SP",cold,807
13769,Joao 13769,"Sao Paulo, SP",cold,808
13770,Joao 13770,"Sao Paulo, SP",hot,809
13771,Joao 13771,"Sao Paulo, SP",cold,810
13772,Joao 13772,"Sao Paulo, SP",cold,811
13773,Joao 13773,"Sao Paulo, SP",cold,812
13774,Joao 13774,"Sao Paulo, SP",cold,813
13775,Joao 13775,"Sao Paulo, SP",cold,814
13776,Joao 13776,"Sao Paulo, SP",cold,815
13777,Joao 13777,"Sao Paulo, SP",cold,816
13778,Joao 13778,"Sao Paulo, SP",cold,817
13779,Joao 13779,"Sao Paulo, SP",cold,818
13780,Joao 13780,"Sao Paulo, SP",hot,819
13781,Joao 13781,"Sao Paulo, SP",cold,820
13782,Joao 13782,"Sao Paulo, SP",cold,821
13783,Joao 13783,"Sao Paulo, SP",cold,822
13784,Joao 13784,"Sao Paulo, SP",cold,823
13785,Joao 13785,"Sao Paulo, SP",cold,824
13786,Joao 13786,"Sao Paulo, SP",cold,825
13787,Joao 13787,"Sao Paulo, SP",cold,826
13788,Joao 13788,"Sao Paulo, SP",cold,827
13789,Joao 13789,"Sao Paulo, SP",cold,828
13790,Joao 13790,"Sao Paulo, SP",hot,829
13791,Joao 13791,"Sao Paulo, SP",cold,830
13792,Joao 13792,"Sao Paulo, SP",cold,831
13793,Joao 13793,"Sao Paulo, SP",cold,832
13794,Joao 13794,"Sao Paulo, SP",cold,833
13795,Joao 13795,"Sao Paulo, SP",cold,834
13796,Joao 13796,"Sao Paulo, SP",cold,835
13797,Joao 13797,"Sao Paulo, SP",cold,836
13798,Joao 13798,"Sao Paulo, SP",cold,837
13799,Joao 13799,"Sao Paulo, SP",cold,838
13800,Joao 13800,"Sao Paulo, SP",hot,839
13801,Joao 13801,"Sao Paulo, SP",cold,840
13802,Joao 13802,"Sao Paulo, SP",cold,841
13803,Joao 13803,"Sao Paulo, SP",cold,842
13804,Joao 13804,"Sao Paulo, SP",cold,843
13805,Joao 13805,"Sao Paulo, SP",cold,844
13806,Joao 13806,"Sao Paulo, SP",cold,845
13807,Joao 13807,"Sao Paulo, SP",cold,846
13808,Joao 13808,"Sao Paulo, SP",cold,847
13809,Joao 13809,"Sao Paulo, SP",cold,848
13810,Joao 13810,"Sao Paulo, SP",hot,849
13811,Joao 13811,"Sao Paulo, SP",cold,850
13812,Joao 13812,"Sao Paulo, SP",cold,851
13813,Joao 13813,"Sao Paulo, SP",cold,852
13814,Joao 13814,"Sao Paulo, SP",cold,853
13815,Joao 13815,"Sao Paulo, SP",cold,854
13816,Joao 13816,"Sao Paulo, SP",cold,855
13817,Joao 13817,"Sao Paulo, SP",cold,856
13818,Joao 13818,"Sao Paulo, SP",cold,857
13819,Joao 13819,"Sao Paulo, SP",cold,858
13820,Joao 13820,"Sao Paulo, SP",hot,859
13821,Joao 13821,"Sao Paulo, SP",cold,860
13822,Joao 13822,"Sao Paulo, SP",cold,861
13823,Joao 13823,"Sao Paulo, SP",cold,862
13824,Joao 13824,"Sao Paulo, SP",cold,863
13825,Joao 13825,"Sao Paulo, SP",cold,864
13826,Joao 13826,"Sao Paulo, SP",cold,865
13827,Joao 13827,"Sao Paulo, SP",cold,866
13828,Joao 13828,"Sao Paulo, SP",cold,867
13829,Joao 13829,"Sao Paulo, SP",cold,868
13830,Joao 13830,"Sao Paulo, SP",hot,869
13831,Joao 13831,"Sao Paulo, SP",cold,870
13832,Joao 13832,"Sao Paulo, SP",cold,871
13833,Joao 13833,"Sao Paulo, SP",cold,872
13834,Joao 13834,"Sao Paulo, SP",cold,873
13835,Joao 13835,"Sao Paulo, SP",cold,874
13836,Joao 13836,"Sao Paulo, SP",cold,875
13837,Joao 13837,"Sao Paulo, SP",cold,876
13838,Joao 13838,"Sao Paulo, SP",cold,877
13839,Joao 13839,"Sao Paulo, SP",cold,878
13840,Joao 13840,"Sao Paulo, SP",hot,879
13841,Joao 13841,"Sao Paulo, SP",cold,880
13842,Joao 13842,"Sao Paulo, SP",cold,881
13843,Joao 13843,"Sao Paulo, SP",cold,882
13844,Joao 13844,"Sao Paulo, SP",cold,883
13845,Joao 13845,"Sao Paulo, SP",cold,884
13846,Joao 13846,"Sao Paulo, SP",cold,885
13847,Joao 13847,"Sao Paulo, SP",cold,886
13848,Joao 13848,"Sao Paulo, SP",cold,887
13849,Joao 13849,"Sao Paulo, SP",cold,888
13850,Joao 13850,"Sao Paulo, SP",hot,889
13851,Joao 13851,"Sao Paulo, SP",cold,890
13852,Joao 13852,"Sao Paulo, SP",cold,891
13853,Joao 13853,"Sao Paulo, SP",cold,892
13854,Joao 13854,"Sao Paulo, SP",cold,893
13855,Joao 13855,"Sao Paulo, SP",cold,894
13856,Joao 13856,"Sao Paulo, SP",cold,895
13857,Joao 13857,"Sao Paulo, SP",cold,896
13858,Joao 13858,"Sao Paulo, SP",cold,897
13859,Joao 13859,"Sao Paulo, SP",cold,898
13860,Joao 13860,"Sao Paulo, SP",hot,899
13861,Joao 13861,"Sao Paulo, SP",cold,900
13862,Joao 13862,"Sao Paulo, SP",cold,901
13863,Joao 13863,"Sao Paulo, SP",cold,902
13864,Joao 13864,"Sao Paulo, SP",cold,903
13865,Joao 13865,"Sao Paulo, SP",cold,904
13866,Joao 13866,"Sao Paulo, SP",cold,905
13867,Joao 13867,"Sao Paulo, SP",cold,906
13868,Joao 13868,"Sao Paulo, SP",cold,907
13869,Joao 13869,"Sao Paulo, SP",cold,908
13870,Joao 13870,"Sao Paulo, SP",hot,909
13871,Joao 13871,"Sao Paulo, SP",cold,910
13872,Joao 13872,"Sao Paulo, SP",cold,911
13873,Joao 13873,"Sao Paulo, SP",cold,912
13874,Joao 13874,"Sao Paulo, SP",cold,913
13875,Joao 13875,"Sao Paulo, SP",cold,914
13876,Joao 13876,"Sao Paulo, SP",cold,915
13877,Joao 13877,"Sao Paulo, SP",cold,916
13878,Joao 13878,"Sao Paulo, SP",cold,917
13879,Joao 13879,"Sao Paulo, SP",cold,918
13880,Joao 13880,"Sao Paulo, SP",hot,919
13881,Joao 13881,"Sao Paulo, SP",cold,920
13882,Joao 13882,"Sao Paulo, SP",cold,921
13883,Joao 13883,"Sao Paulo, SP",cold,922
13884,Joao 13884,"Sao Paulo, SP",cold,923
13885,Joao 13885,"Sao Paulo, SP",cold,924
13886,Joao 13886,"Sao Paulo, SP",cold,925
13887,Joao 13887,"Sao Paulo, SP",cold,926
13888,Joao 13888,"Sao Paulo, SP",cold,927
13889,Joao 13889,"Sao Paulo, SP",cold,928
13890,Joao 13890,"Sao Paulo, SP",hot,929
13891,Joao 13891,"Sao Paulo, SP",cold,930
13892,Joao 13892,"Sao Paulo, SP",cold,931
13893,Joao 13893,"Sao Paulo, SP",cold,932
13894,Joao 13894,"Sao Paulo, SP",cold,933
13895,Joao 13895,"Sao Paulo, SP",cold,934
13896,Joao 13896,"Sao Paulo, SP",cold,935
13897,Joao 13897,"Sao Paulo, SP",cold,936
13898,Joao 13898,"Sao Paulo, SP",cold,937
13899,Joao 13899,"Sao Paulo, SP",cold,938
13900,Joao 13900,"Sao Paulo, SP",hot,939
13901,Joao 13901,"Sao Paulo, SP",cold,940
13902,Joao 13902,"Sao Paulo, SP",cold,941
13903,Joao 13903,"Sao Paulo, SP",cold,942
13904,Joao 13904,"Sao Paulo, SP",cold,943
13905,Joao 13905,"Sao Paulo, SP",cold,944
13906,Joao 13906,"Sao Paulo, SP",cold,945
13907,Joao 13907,"Sao Paulo, SP",cold,946
13908,Joao 13908,"Sao Paulo, SP",cold,947
13909,Joao 13909,"Sao Paulo, SP",cold,948
13910,Joao 13910,"Sao Paulo, SP",hot,949
13911,Joao 13911,"Sao Paulo, SP",cold,950
13912,Joao 13912,"Sao Paulo, SP",cold,951
13913,Joao 13913,"Sao Paulo, SP",cold,952
13914,Joao 13914,"Sao Paulo, SP",cold,953
13915,Joao 13915,"Sao Paulo, SP",cold,954
13916,Joao 13916,"Sao Paulo, SP",cold,955
13917,Joao 13917,"Sao Paulo, SP",cold,956
13918,Joao 13918,"Sao Paulo, SP",cold,957
13919,Joao 13919,"Sao Paulo, SP",cold,958
13920,Joao 13920,"Sao Paulo, SP",hot,959
13921,Joao 13921,"Sao Paulo, SP",cold,960
13922,Joao 13922,"Sao Paulo, SP",cold,961
13923,Joao 13923,"Sao Paulo, SP",cold,962
13924,Joao 13924,"Sao Paulo, SP",cold,963
13925,Joao 13925,"Sao Paulo, SP",cold,964
13926,Joao 13926,"Sao Paulo, SP",cold,965
13927,Joao 13927,"Sao Paulo, SP",cold,966
13928,Joao 13928,"Sao Paulo, SP",cold,967
13929,Joao 13929,"Sao Paulo, SP",cold,968
13930,Joao 13930,"Sao Paulo, SP",hot,969
13931,Joao 13931,"Sao Paulo, SP",cold,970
13932,Joao 13932,"Sao Paulo, SP",cold,971
13933,Joao 13933,"Sao Paulo, SP",cold,972
13934,Joao 13934,"Sao Paulo, SP",cold,973
13935,Joao 13935,"Sao Paulo, SP",cold,974
13936,Joao 13936,"Sao Paulo, SP",cold,975
13937,Joao 13937,"Sao Paulo, SP",cold,976
13938,Joao 13938,"Sao Paulo, SP",cold,977
13939,Joao 13939,"Sao Paulo, SP",cold,978
13940,Joao 13940,"Sao Paulo, SP",hot,979
13941,Joao 13941,"Sao Paulo, SP",cold,980
13942,Joao 13942,"Sao Paulo, SP",cold,981
13943,Joao 13943,"Sao Paulo, SP",cold,982
13944,Joao 13944,"Sao Paulo, SP",cold,983
13945,Joao 13945,"Sao Paulo, SP",cold,984
13946,Joao 13946,"Sao Paulo, SP",cold,985
13947,Joao 13947,"Sao Paulo, SP",cold,986
13948,Joao 13948,"Sao Paulo, SP",cold,987
13949,Joao 13949,"Sao Paulo, SP",cold,988
13950,Joao 13950,"Sao Paulo, SP",hot,989
13951,Joao 13951,"Sao Paulo, SP",cold,990
13952,Joao 13952,"Sao Paulo, SP",cold,991
13953,Joao 13953,"Sao Paulo, SP",cold,992
13954,Joao 13954,"Sao Paulo, SP",cold,993
13955,Joao 13955,"Sao Paulo, SP",cold,994
13956,Joao 13956,"Sao Paulo, SP",cold,995
13957,Joao 13957,"Sao Paulo, SP",cold,996
13958,Joao 13958,"Sao Paulo, SP",cold,0
13959,Joao 13959,"Sao Paulo, SP",cold,1
13960,Joao 13960,"Sao Paulo, SP",hot,2
13961,Joao 13961,"Sao Paulo, SP",cold,3
13962,Joao 13962,"Sao Paulo, SP",cold,4
13963,Joao 13963,"Sao Paulo, SP",cold,5
13964,Joao 13964,"Sao Paulo, SP",cold,6
13965,Joao 13965,"Sao Paulo, SP",cold,7
13966,Joao 13966,"Sao Paulo, SP",cold,8
13967,Joao 13967,"Sao Paulo, SP",cold,9
13968,Joao 13968,"Sao Paulo, SP",cold,10
13969,Joao 13969,"Sao Paulo, SP",cold,11
13970,Joao 13970,"Sao Paulo, SP",hot,12
13971,Joao 13971,"Sao Paulo, SP",cold,13
13972,Joao 13972,"Sao Paulo, SP",cold,14
13973,Joao 13973,"Sao Paulo, SP",cold,15
13974,Joao 13974,"Sao Paulo, SP",cold,16
13975,Joao 13975,"Sao Paulo, SP",cold,17
13976,Joao 13976,"Sao Paulo, SP",cold,18
13977,Joao 13977,"Sao Paulo, SP",cold,19
13978,Joao 13978,"Sao Paulo, SP",cold,20
13979,Joao 13979,"Sao Paulo, SP",cold,21
13980,Joao 13980,"Sao Paulo, SP",hot,22
13981,Joao 13981,"Sao Paulo, SP",cold,23
13982,Joao 13982,"Sao Paulo, SP",cold,24
13983,Joao 13983,"Sao Paulo, SP",cold,25
13984,Joao 13984,"Sao Paulo, SP",cold,26
13985,Joao 13985,"Sao Paulo, SP",cold,27
13986,Joao 13986,"Sao Paulo, SP",cold,28
13987,Joao 13987,"Sao Paulo, SP",cold,29
13988,Joao 13988,"Sao Paulo, SP",cold,30
13989,Joao 13989,"Sao Paulo, SP",cold,31
13990,Joao 13990,"Sao Paulo, SP",hot,32
13991,Joao 13991,"Sao Paulo, SP",cold,33
13992,Joao 13992,"Sao Paulo, SP",cold,34
13993,Joao 13993,"Sao Paulo, SP",cold,35
13994,Joao 13994,"Sao Paulo, SP",cold,36
13995,Joao 13995,"Sao Paulo, SP",cold,37
13996,Joao 13996,"Sao Paulo, SP",cold,38
13997,Joao 13997,"Sao Paulo, SP",cold,39
13998,Joao 13998,"Sao Paulo, SP",cold,40
13999,Joao 13999,"Sao Paulo, SP",cold,41
14000,Joao 14000,"Sao Paulo, SP",hot,42
14001,Joao 14001,"Sao Paulo, SP",cold,43
14002,Joao 14002,"Sao Paulo, SP",cold,44
14003,Joao 14003,"Sao Paulo, SP",cold,45
14004,Joao 14004,"Sao Paulo, SP",cold,46
14005,Joao 14005,"Sao Paulo, SP",cold,47
14006,Joao 14006,"Sao Paulo, SP",cold,48
14007,Joao 14007,"Sao Paulo, SP",cold,49
14008,Joao 14008,"Sao Paulo, SP",cold,50
14009,Joao 14009,"Sao Paulo, SP",cold,51
14010,Joao 14010,"Sao Paulo, SP",hot,52
14011,Joao 14011,"Sao Paulo, SP",cold,53
14012,Joao 14012,"Sao Paulo, SP",cold,54
14013,Joao 14013,"Sao Paulo, SP",cold,55
14014,Joao 14014,"Sao Paulo, SP",cold,56
14015,Joao 14015,"Sao Paulo, SP",cold,57
14016,Joao 14016,"Sao Paulo, SP",cold,58
14017,Joao 14017,"Sao Paulo, SP",cold,59
14018,Joao 14018,"Sao Paulo, SP",cold,60
14019,Joao 14019,"Sao Paulo, SP",cold,61
14020,Joao 14020,"Sao Paulo, SP",hot,62
14021,Joao 14021,"Sao Paulo, SP",cold,63
14022,Joao 14022,"Sao Paulo, SP",cold,64
14023,Joao 14023,"Sao Paulo, SP",cold,65
14024,Joao 14024,"Sao Paulo, SP",cold,66
14025,Joao 14025,"Sao Paulo, SP",cold,67
14026,Joao 14026,"Sao Paulo, SP",cold,68
14027,Joao 14027,"Sao Paulo, SP",cold,69
14028,Joao 14028,"Sao Paulo, SP",cold,70
14029,Joao 14029,"Sao Paulo, SP",cold,71
14030,Joao 14030,"Sao Paulo, SP",hot,72
14031,Joao 14031,"Sao Paulo, SP",cold,73
14032,Joao 14032,"Sao Paulo, SP",cold,74
14033,Joao 14033,"Sao Paulo, SP",cold,75
14034,Joao 14034,"Sao Paulo, SP",cold,76
14035,Joao 14035,"Sao Paulo, SP",cold,77
14036,Joao 14036,"Sao Paulo, SP",cold,78
14037,Joao 14037,"Sao Paulo, SP",cold,79
14038,Joao 14038,"Sao Paulo, SP",cold,80
14039,Joao 14039,"Sao Paulo, SP",cold,81
14040,Joao 14040,"Sao Paulo, SP",hot,82
14041,Joao 14041,"Sao Paulo, SP",cold,83
14042,Joao 14042,"Sao Paulo, SP",cold,84
14043,Joao 14043,"Sao Paulo, SP",cold,85
14044,Joao 14044,"Sao Paulo, SP",cold,86
14045,Joao 14045,"Sao Paulo, SP",cold,87
14046,Joao 14046,"Sao Paulo, SP",cold,88
14047,Joao 14047,"Sao Paulo, SP",cold,89
14048,Joao 14048,"Sao Paulo, SP",cold,90
14049,Joao 14049,"Sao Paulo, SP",cold,91
14050,Joao 14050,"Sao Paulo, SP",hot,92
14051,Joao 14051,"Sao Paulo, SP",cold,93
14052,Joao 14052,"Sao Paulo, SP",cold,94
14053,Joao 14053,"Sao Paulo, SP",cold,95
14054,Joao 14054,"Sao Paulo, SP",cold,96
14055,Joao 14055,"Sao Paulo, SP",cold,97
14056,Joao 14056,"Sao Paulo, SP",cold,98
14057,Joao 14057,"Sao Paulo, SP",cold,99
14058,Joao 14058,"Sao Paulo, SP",cold,100
14059,Joao 14059,"Sao Paulo, SP",cold,101
14060,Joao 14060,"Sao Paulo, SP",hot,102
14061,Joao 14061,"Sao Paulo, SP",cold,103
14062,Joao 14062,"Sao Paulo, SP",cold,104
14063,Joao 14063,"Sao Paulo, SP",cold,105
14064,Joao 14064,"Sao Paulo, SP",cold,106
14065,Joao 14065,"Sao Paulo, SP",cold,107
14066,Joao 14066,"Sao Paulo, SP",cold,108
14067,Joao 14067,"Sao Paulo, SP",cold,109
14068,Joao 14068,"Sao Paulo, SP",cold,110
14069,Joao 14069,"Sao Paulo, SP",cold,111
14070,Joao 14070,"Sao Paulo, SP",hot,112
14071,Joao 14071,"Sao Paulo, SP",cold,113
14072,Joao 14072,"Sao Paulo, SP",cold,114
14073,Joao 14073,"Sao Paulo, SP",cold,115
14074,Joao 14074,"Sao Paulo, SP",cold,116
14075,Joao 14075,"Sao Paulo, SP",cold,117
14076,Joao 14076,"Sao Paulo, SP",cold,118
14077,Joao 14077,"Sao Paulo, SP",cold,119
14078,Joao 14078,"Sao Paulo, SP",cold,120
14079,Joao 14079,"Sao Paulo, SP",cold,121
14080,Joao 14080,"Sao Paulo, SP",hot,122
14081,Joao 14081,"Sao Paulo, SP",cold,123
14082,Joao 14082,"Sao Paulo, SP",cold,124
14083,Joao 14083,"Sao Paulo, SP",cold,125
14084,Joao 14084,"Sao Paulo, SP",cold,126
14085,Joao 14085,"Sao Paulo, SP",cold,127
14086,Joao 14086,"Sao Paulo, SP",cold,128
14087,Joao 14087,"Sao Paulo, SP",cold,129
14088,Joao 14088,"Sao Paulo, SP",cold,130
14089,Joao 14089,"Sao Paulo, SP",cold,131
14090,Joao 14090,"Sao Paulo, SP",hot,132
14091,Joao 14091,"Sao Paulo, SP",cold,133
14092,Joao 14092,"Sao Paulo, SP",cold,134
14093,Joao 14093,"Sao Paulo, SP",cold,135
14094,Joao 14094,"Sao Paulo, SP",cold,136
14095,Joao 14095,"Sao Paulo, SP",cold,137
14096,Joao 14096,"Sao Paulo, SP",cold,138
14097,Joao 14097,"Sao Paulo, SP",cold,139
14098,Joao 14098,"Sao Paulo, SP",cold,140
14099,Joao 14099,"Sao Paulo, SP",cold,141
14100,Joao 14100,"Sao Paulo, SP",hot,142
14101,Joao 14101,"Sao Paulo, SP",cold,143
14102,Joao 14102,"Sao Paulo, SP",cold,144
14103,Joao 14103,"Sao Paulo, SP",cold,145
14104,Joao 14104,"Sao Paulo, SP",cold,146
14105,Joao 14105,"Sao Paulo, SP",cold,147
14106,Joao 14106,"Sao Paulo, SP",cold,148
14107,Joao 14107,"Sao Paulo, SP",cold,149
14108,Joao 14108,"Sao Paulo, SP",cold,150
14109,Joao 14109,"Sao Paulo, SP",cold,151
14110,Joao 14110,"Sao Paulo, SP",hot,152
14111,Joao 14111,"Sao Paulo, SP",cold,153
14112,Joao 14112,"Sao Paulo, SP",cold,154
14113,Joao 14113,"Sao Paulo, SP",cold,155
14114,Joao 14114,"Sao Paulo, SP",cold,156
14115,Joao 14115,"Sao Paulo, SP",cold,157
14116,Joao 14116,"Sao Paulo, SP",cold,158
14117,Joao 14117,"Sao Paulo, SP",cold,159
14118,Joao 14118,"Sao Paulo, SP",cold,160
14119,Joao 14119,"Sao Paulo, SP",cold,161
14120,Joao 14120,"Sao Paulo, SP",hot,162
14121,Joao 14121,"Sao Paulo, SP",cold,163
14122,Joao 14122,"Sao Paulo, SP",cold,164
14123,Joao 14123,"Sao Paulo, SP",cold,165
14124,Joao 14124,"Sao Paulo, SP",cold,166
14125,Joao 14125,"Sao Paulo, SP",cold,167
14126,Joao 14126,"Sao Paulo, SP",cold,168
14127,Joao 14127,"Sao Paulo, SP",cold,169
14128,Joao 14128,"Sao Paulo, SP",cold,170
14129,Joao 14129,"Sao Paulo, SP",cold,171
14130,Joao 14130,"Sao Paulo, SP",hot,172
14131,Joao 14131,"Sao Paulo, SP",cold,173
14132,Joao 14132,"Sao Paulo, SP",cold,174
14133,Joao 14133,"Sao Paulo, SP",cold,175
14134,Joao 14134,"Sao Paulo, SP",cold,176
14135,Joao 14135,"Sao Paulo, SP",cold,177
14136,Joao 14136,"Sao Paulo, SP",cold,178
14137,Joao 14137,"Sao Paulo, SP",cold,179
14138,Joao 14138,"Sao Paulo, SP",cold,180
14139,Joao 14139,"Sao Paulo, SP",cold,181
14140,Joao 14140,"Sao Paulo, SP",hot,182
14141,Joao 14141,"Sao Paulo, SP",cold,183
14142,Joao 14142,"Sao Paulo, SP",cold,184
14143,Joao 14143,"Sao Paulo, SP",cold,185
14144,Joao 14144,"Sao Paulo, SP",cold,186
14145,Joao 14145,"Sao Paulo, SP",cold,187
14146,Joao 14146,"Sao Paulo, SP",cold,188
14147,Joao 14147,"Sao Paulo, SP",cold,189
14148,Joao 14148,"Sao Paulo, SP",cold,190
14149,Joao 14149,"Sao Paulo, SP",cold,191
14150,Joao 14150,"Sao Paulo, SP",hot,192
14151,Joao 14151,"Sao Paulo, SP",cold,193
14152,Joao 14152,"Sao Paulo, SP",cold,194
14153,Joao 14153,"Sao Paulo, SP",cold,195
14154,Joao 14154,"Sao Paulo, SP",cold,196
14155,Joao 14155,"Sao Paulo, SP",cold,197
14156,Joao 14156,"Sao Paulo, SP",cold,198
14157,Joao 14157,"Sao Paulo, SP",cold,199
14158,Joao 14158,"Sao Paulo, SP",cold,200
14159,Joao 14159,"Sao Paulo, SP",cold,201
14160,Joao 14160,"Sao Paulo, SP",hot,202
14161,Joao 14161,"Sao Paulo, SP",cold,203
14162,Joao 14162,"Sao Paulo, SP",cold,204
14163,Joao 14163,"Sao Paulo, SP",cold,205
14164,Joao 14164,"Sao Paulo, SP",cold,206
14165,Joao 14165,"Sao Paulo, SP",cold,207
14166,Joao 14166,"Sao Paulo, SP",cold,208
14167,Joao 14167,"Sao Paulo, SP",cold,209
14168,Joao 14168,"Sao Paulo, SP",cold,210
14169,Joao 14169,"Sao Paulo, SP",cold,211
14170,Joao 14170,"Sao Paulo, SP",hot,212
14171,Joao 14171,"Sao Paulo, SP",cold,213
14172,Joao 14172,"Sao Paulo, SP",cold,214
14173,Joao 14173,"Sao Paulo, SP",cold,215
14174,Joao 14174,"Sao Paulo, SP",cold,216
14175,Joao 14175,"Sao Paulo, SP",cold,217
14176,Joao 14176,"Sao Paulo, SP",cold,218
14177,Joao 14177,"Sao Paulo, SP",cold,219
14178,Joao 14178,"Sao Paulo, SP",cold,220
14179,Joao 14179,"Sao Paulo, SP",cold,221
14180,Joao 14180,"Sao Paulo, SP",hot,222
14181,Joao 14181,"Sao Paulo, SP",cold,223
14182,Joao 14182,"Sao Paulo, SP",cold,224
14183,Joao 14183,"Sao Paulo, SP",cold,225
14184,Joao 14184,"Sao Paulo, SP",cold,226
14185,Joao 14185,"Sao Paulo, SP",cold,227
14186,Joao 14186,"Sao Paulo, SP",cold,228
14187,Joao 14187,"Sao Paulo, SP",cold,229
14188,Joao 14188,"Sao Paulo, SP",cold,230
14189,Joao 14189,"Sao Paulo, SP",cold,231
14190,Joao 14190,"Sao Paulo, SP",hot,232
14191,Joao 14191,"Sao Paulo, SP",cold,233
14192,Joao 14192,"Sao Paulo, SP",cold,234
14193,Joao 14193,"Sao Paulo, SP",cold,235
14194,Joao 14194,"Sao Paulo, SP",cold,236
14195,Joao 14195,"Sao Paulo, SP",cold,237
14196,Joao 14196,"Sao Paulo, SP",cold,238
14197,Joao 14197,"Sao Paulo, SP",cold,239
14198,Joao 14198,"Sao Paulo, SP",cold,240
14199,Joao 14199,"Sao Paulo, SP",cold,241
14200,Joao 14200,"Sao Paulo, SP",hot,242
14201,Joao 14201,"Sao Paulo, SP",cold,243
14202,Joao 14202,"Sao Paulo, SP",cold,244
14203,Joao 14203,"Sao Paulo, SP",cold,245
14204,Joao 14204,"Sao Paulo, SP",cold,246
14205,Joao 14205,"Sao Paulo, SP",cold,247
14206,Joao 14206,"Sao Paulo, SP",cold,248
14207,Joao 14207,"Sao Paulo, SP",cold,249
14208,Joao 14208,"Sao Paulo, SP",cold,250
14209,Joao 14209,"Sao Paulo, SP",cold,251
14210,Joao 14210,"Sao Paulo, SP",hot,252
14211,Joao 14211,"Sao Paulo, SP",cold,253
14212,Joao 14212,"Sao Paulo, SP",cold,254
14213,Joao 14213,"Sao Paulo, SP",cold,255
14214,Joao 14214,"Sao Paulo, SP",cold,256
14215,Joao 14215,"Sao Paulo, SP",cold,257
14216,Joao 14216,"Sao Paulo, SP",cold,258
14217,Joao 14217,"Sao Paulo, SP",cold,259
14218,Joao 14218,"Sao Paulo, SP",cold,260
14219,Joao 14219,"Sao Paulo, SP",cold,261
14220,Joao 14220,"Sao Paulo, SP",hot,262
14221,Joao 14221,"Sao Paulo, SP",cold,263
14222,Joao 14222,"Sao Paulo, SP",cold,264
14223,Joao 14223,"Sao Paulo, SP",cold,265
14224,Joao 14224,"Sao Paulo, SP",cold,266
14225,Joao 14225,"Sao Paulo, SP",cold,267
14226,Joao 14226,"Sao Paulo, SP",cold,268
14227,Joao 14227,"Sao Paulo, SP",cold,269
14228,Joao 14228,"Sao Paulo, SP",cold,270
14229,Joao 14229,"Sao Paulo, SP",cold,271
14230,Joao 14230,"Sao Paulo, SP",hot,272
14231,Joao 14231,"Sao Paulo, SP",cold,273
14232,Joao 14232,"Sao Paulo, SP",cold,274
14233,Joao 14233,"Sao Paulo, SP",cold,275
14234,Joao 14234,"Sao Paulo, SP",cold,276
14235,Joao 14235,"Sao Paulo, SP",cold,277
14236,Joao 14236,"Sao Paulo, SP",cold,278
14237,Joao 14237,"Sao Paulo, SP",cold,279
14238,Joao 14238,"Sao Paulo, SP",cold,280
14239,Joao 14239,"Sao Paulo, SP",cold,281
14240,Joao 14240,"Sao Paulo, SP",hot,282
14241,Joao 14241,"Sao Paulo, SP",cold,283
14242,Joao 14242,"Sao Paulo, SP",cold,284
14243,Joao 14243,"Sao Paulo, SP",cold,285
14244,Joao 14244,"Sao Paulo, SP",cold,286
14245,Joao 14245,"Sao Paulo, SP",cold,287
14246,Joao 14246,"Sao Paulo, SP",cold,288
14247,Joao 14247,"Sao Paulo, SP",cold,289
14248,Joao 14248,"Sao Paulo, SP",cold,290
14249,Joao 14249,"Sao Paulo, SP",cold,291
14250,Joao 14250,"Sao Paulo, SP",hot,292
14251,Joao 14251,"Sao Paulo, SP",cold,293
14252,Joao 14252,"Sao Paulo, SP",cold,294
14253,Joao 14253,"Sao Paulo, SP",cold,295
14254,Joao 14254,"Sao Paulo, SP",cold,296
14255,Joao 14255,"Sao Paulo, SP",cold,297
14256,Joao 14256,"Sao Paulo, SP",cold,298
14257,Joao 14257,"Sao Paulo, SP",cold,299
14258,Joao 14258,"Sao Paulo, SP",cold,300
14259,Joao 14259,"Sao Paulo, SP",cold,301
14260,Joao 14260,"Sao Paulo, SP",hot,302
